source,time,region,region_code,lat,lon,temp,temp_feels,hum,pressure,wind_speed,wind_dir,weather_code,processed_at,quality_flag,weather_label
openweathermap,2026-05-14 17:48:04.883217+00:00,Tambacounda,TC,13.7707,-13.6673,41.12,43.91,27.0,1005.0,4.12,250,800,2026-05-14T17:48:05.147826+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:48:10.815902+00:00,Kédougou,KD,12.5559,-12.1747,35.5,37.2,41.0,994.6,16.2,253,2,2026-05-14T17:48:15.441283+00:00,OK,
openweathermap,2026-05-14 17:48:15.290576+00:00,Kédougou,KD,12.5559,-12.1747,39.31,46.31,42.0,1007.0,5.66,230,801,2026-05-14T17:48:15.507165+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:48:18.815383+00:00,Kolda,KO,12.8989,-14.9413,36.7,37.3,33.0,1004.4,15.4,253,0,2026-05-14T17:48:23.313126+00:00,OK,
openweathermap,2026-05-14 17:48:23.216546+00:00,Kolda,KO,12.8989,-14.9413,40.05,42.79,29.0,1007.0,5.14,220,800,2026-05-14T17:48:23.620964+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:48:29.111103+00:00,Sédhiou,SD,12.708,-15.5569,34.7,35.3,38.0,1006.0,16.6,248,0,2026-05-14T17:48:33.700904+00:00,OK,
openweathermap,2026-05-14 17:48:33.512059+00:00,Sédhiou,SD,12.708,-15.5569,35.71,35.49,29.0,1008.0,5.85,254,802,2026-05-14T17:48:33.773006+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:48:39.162023+00:00,Ziguinchor,ZG,12.5681,-16.2719,29.8,29.8,43.0,1007.6,13.9,268,1,2026-05-14T17:48:43.938404+00:00,OK,
openweathermap,2026-05-14 17:48:43.762733+00:00,Ziguinchor,ZG,12.5681,-16.2719,32.03,35.7,55.0,1010.0,4.12,320,801,2026-05-14T17:48:44.020064+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:48:49.763250+00:00,Saint-Louis,SL,16.0179,-16.4896,23.5,21.8,57.0,1009.0,22.1,334,3,2026-05-14T17:48:54.339407+00:00,OK,
openweathermap,2026-05-14 17:48:54.096106+00:00,Saint-Louis,SL,16.0179,-16.4896,20.39,20.6,81.0,1009.0,6.16,305,801,2026-05-14T17:48:54.409143+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:48:57.776465+00:00,Louga,LG,15.6179,-16.2241,28.0,26.9,44.0,1004.2,17.5,300,2,2026-05-14T17:49:02.378686+00:00,OK,
openweathermap,2026-05-14 17:49:02.197521+00:00,Louga,LG,15.6179,-16.2241,23.8,23.78,59.0,1009.0,7.12,292,804,2026-05-14T17:49:02.467415+00:00,OK,couvert
open-meteo,2026-05-14 17:49:08.242368+00:00,Matam,MT,15.6559,-13.2557,39.9,38.7,20.0,1002.8,14.2,294,0,2026-05-14T17:49:12.801357+00:00,OK,
openweathermap,2026-05-14 17:49:12.648951+00:00,Matam,MT,15.6559,-13.2557,41.03,44.7,29.0,1005.0,4.12,280,800,2026-05-14T17:49:12.872605+00:00,OK,ciel dégagé
openweathermap,2026-05-14 17:50:37.864525+00:00,Dakar,DK,14.6928,-17.4467,22.92,23.41,82.0,1011.0,7.2,320,801,2026-05-14T17:50:38.002546+00:00,OK,peu nuageux
openweathermap,2026-05-14 17:51:04.220356+00:00,Thiès,TH,14.7886,-16.9255,25.08,25.16,58.0,1010.0,5.96,326,803,2026-05-14T17:51:04.377123+00:00,OK,nuageux
open-meteo,2026-05-14 17:51:11.895843+00:00,Diourbel,DB,14.6554,-16.2322,32.5,31.8,34.0,1007.2,15.1,308,1,2026-05-14T17:51:16.701759+00:00,OK,
openweathermap,2026-05-14 17:51:16.583310+00:00,Diourbel,DB,14.6554,-16.2322,34.09,35.58,40.0,1008.0,3.09,360,800,2026-05-14T17:51:16.776885+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:51:27.841922+00:00,Fatick,FK,14.339,-16.4114,33.3,33.2,34.0,1007.9,13.0,309,1,2026-05-14T17:51:32.794156+00:00,OK,
openweathermap,2026-05-14 17:51:32.696383+00:00,Fatick,FK,14.339,-16.4114,29.81,29.7,42.0,1009.0,5.74,245,802,2026-05-14T17:51:32.844905+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:51:38.639052+00:00,Kaolack,KL,14.1652,-16.0726,35.2,35.0,32.0,1007.1,14.7,276,1,2026-05-14T17:51:43.085429+00:00,OK,
openweathermap,2026-05-14 17:51:42.982348+00:00,Kaolack,KL,14.1652,-16.0726,34.97,36.04,36.0,1009.0,5.14,280,800,2026-05-14T17:51:43.134392+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:51:48.607729+00:00,Kaffrine,KF,14.1059,-15.5503,35.8,35.4,31.0,1006.2,16.8,275,1,2026-05-14T17:51:53.253581+00:00,OK,
openweathermap,2026-05-14 17:51:53.125125+00:00,Kaffrine,KF,14.1059,-15.5503,33.93,32.72,27.0,1008.0,7.9,235,802,2026-05-14T17:51:53.649484+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:51:59.170581+00:00,Tambacounda,TC,13.7707,-13.6673,38.8,38.3,27.0,1002.8,17.7,241,0,2026-05-14T17:52:04.657938+00:00,OK,
openweathermap,2026-05-14 17:52:04.530757+00:00,Tambacounda,TC,13.7707,-13.6673,41.12,43.91,27.0,1005.0,4.12,250,800,2026-05-14T17:52:04.698945+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:52:07.289147+00:00,Kédougou,KD,12.5559,-12.1747,35.5,37.2,41.0,994.6,16.2,253,2,2026-05-14T17:52:11.751860+00:00,OK,
openweathermap,2026-05-14 17:52:11.627709+00:00,Kédougou,KD,12.5559,-12.1747,39.31,46.31,42.0,1006.0,5.66,230,801,2026-05-14T17:52:11.816549+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:52:17.762506+00:00,Kolda,KO,12.8989,-14.9413,36.7,37.3,33.0,1004.4,15.4,253,0,2026-05-14T17:52:22.244167+00:00,OK,
openweathermap,2026-05-14 17:52:22.104443+00:00,Kolda,KO,12.8989,-14.9413,40.05,42.79,29.0,1006.0,5.14,220,800,2026-05-14T17:52:22.294780+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:52:25.592110+00:00,Sédhiou,SD,12.708,-15.5569,34.7,35.3,38.0,1006.0,16.6,248,0,2026-05-14T17:52:30.265279+00:00,OK,
openweathermap,2026-05-14 17:52:30.025054+00:00,Sédhiou,SD,12.708,-15.5569,36.22,36.5,30.0,1007.0,6.0,250,803,2026-05-14T17:52:30.441519+00:00,OK,nuageux
open-meteo,2026-05-14 17:52:36.184946+00:00,Ziguinchor,ZG,12.5681,-16.2719,29.8,29.8,43.0,1007.6,13.9,268,1,2026-05-14T17:52:48.346065+00:00,OK,
openweathermap,2026-05-14 17:52:48.129976+00:00,Ziguinchor,ZG,12.5681,-16.2719,32.03,35.7,55.0,1010.0,4.12,320,801,2026-05-14T17:52:48.424622+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:52:54.496678+00:00,Saint-Louis,SL,16.0179,-16.4896,23.5,21.8,57.0,1009.0,22.1,334,3,2026-05-14T17:52:59.880012+00:00,OK,
openweathermap,2026-05-14 17:52:59.770127+00:00,Saint-Louis,SL,16.0179,-16.4896,20.39,20.6,81.0,1009.0,6.16,305,801,2026-05-14T17:52:59.946934+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:53:03.004511+00:00,Louga,LG,15.6179,-16.2241,28.0,26.9,44.0,1004.2,17.5,300,2,2026-05-14T17:53:07.741427+00:00,OK,
openweathermap,2026-05-14 17:53:07.657433+00:00,Louga,LG,15.6179,-16.2241,23.8,23.78,59.0,1009.0,7.12,292,804,2026-05-14T17:53:07.795053+00:00,OK,couvert
open-meteo,2026-05-14 17:53:15.912534+00:00,Matam,MT,15.6559,-13.2557,39.9,38.7,20.0,1002.8,14.2,294,0,2026-05-14T17:53:22.821105+00:00,OK,
openweathermap,2026-05-14 17:53:22.623761+00:00,Matam,MT,15.6559,-13.2557,41.03,44.7,29.0,1005.0,4.12,280,800,2026-05-14T17:53:22.864640+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:54:49.536147+00:00,Fatick,FK,14.339,-16.4114,33.3,33.2,34.0,1007.9,13.0,309,1,2026-05-14T17:54:58.502941+00:00,OK,
openweathermap,2026-05-14 17:54:58.410917+00:00,Fatick,FK,14.339,-16.4114,29.81,29.7,42.0,1009.0,5.74,245,802,2026-05-14T17:54:58.533612+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:55:08.852718+00:00,Kaolack,KL,14.1652,-16.0726,35.2,35.0,32.0,1007.1,14.7,276,1,2026-05-14T17:55:13.255916+00:00,OK,
openweathermap,2026-05-14 17:55:13.152565+00:00,Kaolack,KL,14.1652,-16.0726,34.97,36.04,36.0,1009.0,5.14,280,800,2026-05-14T17:55:13.333060+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:55:19.090064+00:00,Kaffrine,KF,14.1059,-15.5503,35.8,35.4,31.0,1006.2,16.8,275,1,2026-05-14T17:55:23.648584+00:00,OK,
openweathermap,2026-05-14 17:55:23.512173+00:00,Kaffrine,KF,14.1059,-15.5503,33.93,32.72,27.0,1008.0,7.9,235,802,2026-05-14T17:55:23.756637+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:55:27.231201+00:00,Tambacounda,TC,13.7707,-13.6673,38.8,38.3,27.0,1002.8,17.7,241,0,2026-05-14T17:55:33.326452+00:00,OK,
openweathermap,2026-05-14 17:55:33.121259+00:00,Tambacounda,TC,13.7707,-13.6673,41.12,43.91,27.0,1005.0,4.12,250,800,2026-05-14T17:55:33.262762+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:55:40.133315+00:00,Kédougou,KD,12.5559,-12.1747,35.5,37.2,41.0,994.6,16.2,253,2,2026-05-14T17:55:45.037226+00:00,OK,
openweathermap,2026-05-14 17:55:44.443612+00:00,Kédougou,KD,12.5559,-12.1747,39.31,46.31,42.0,1006.0,5.66,230,801,2026-05-14T17:55:45.099217+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:55:47.016576+00:00,Kolda,KO,12.8989,-14.9413,36.7,37.3,33.0,1004.4,15.4,253,0,2026-05-14T17:55:51.658692+00:00,OK,
openweathermap,2026-05-14 17:55:51.371133+00:00,Kolda,KO,12.8989,-14.9413,40.05,42.79,29.0,1006.0,5.14,220,800,2026-05-14T17:55:51.562933+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:55:57.529034+00:00,Sédhiou,SD,12.708,-15.5569,34.7,35.3,38.0,1006.0,16.6,248,0,2026-05-14T17:56:01.937356+00:00,OK,
openweathermap,2026-05-14 17:56:01.809929+00:00,Sédhiou,SD,12.708,-15.5569,36.22,36.5,30.0,1007.0,6.0,250,803,2026-05-14T17:56:01.974725+00:00,OK,nuageux
open-meteo,2026-05-14 17:56:05.820663+00:00,Ziguinchor,ZG,12.5681,-16.2719,29.8,29.8,43.0,1007.6,13.9,268,1,2026-05-14T17:56:10.902087+00:00,OK,
openweathermap,2026-05-14 17:56:10.735475+00:00,Ziguinchor,ZG,12.5681,-16.2719,32.03,35.7,55.0,1010.0,4.12,320,801,2026-05-14T17:56:11.047005+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:56:16.650139+00:00,Saint-Louis,SL,16.0179,-16.4896,23.5,21.8,57.0,1009.0,22.1,334,3,2026-05-14T17:56:21.263194+00:00,OK,
openweathermap,2026-05-14 17:56:21.088938+00:00,Saint-Louis,SL,16.0179,-16.4896,20.39,20.6,81.0,1009.0,6.16,305,801,2026-05-14T17:56:21.324994+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:56:24.702789+00:00,Louga,LG,15.6179,-16.2241,28.0,26.9,44.0,1004.2,17.5,300,2,2026-05-14T17:56:29.306503+00:00,OK,
openweathermap,2026-05-14 17:56:29.173083+00:00,Louga,LG,15.6179,-16.2241,23.8,23.78,59.0,1009.0,7.12,292,804,2026-05-14T17:56:29.520738+00:00,OK,couvert
open-meteo,2026-05-14 17:56:35.289661+00:00,Matam,MT,15.6559,-13.2557,39.9,38.7,20.0,1002.8,14.2,294,0,2026-05-14T17:56:39.752313+00:00,OK,
openweathermap,2026-05-14 17:56:39.596300+00:00,Matam,MT,15.6559,-13.2557,41.03,44.7,29.0,1005.0,4.12,280,800,2026-05-14T17:56:39.789175+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:57:48.027008+00:00,Dakar,DK,14.6928,-17.4467,22.0,21.4,72.0,1009.5,21.0,353,0,2026-05-14T17:57:52.477067+00:00,OK,
openweathermap,2026-05-14 17:57:52.382805+00:00,Dakar,DK,14.6928,-17.4467,22.92,23.41,82.0,1011.0,7.2,320,801,2026-05-14T17:57:52.528140+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:57:58.454835+00:00,Thiès,TH,14.7886,-16.9255,24.4,23.3,56.0,1001.4,19.2,336,3,2026-05-14T17:58:03.038004+00:00,OK,
openweathermap,2026-05-14 17:58:02.733915+00:00,Thiès,TH,14.7886,-16.9255,25.08,25.16,58.0,1010.0,5.96,326,803,2026-05-14T17:58:03.086138+00:00,OK,nuageux
open-meteo,2026-05-14 17:58:07.625986+00:00,Diourbel,DB,14.6554,-16.2322,32.5,31.8,34.0,1007.2,15.1,308,1,2026-05-14T17:58:12.102804+00:00,OK,
openweathermap,2026-05-14 17:58:11.925471+00:00,Diourbel,DB,14.6554,-16.2322,34.09,35.58,40.0,1008.0,3.09,360,800,2026-05-14T17:58:12.058160+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:58:18.227699+00:00,Fatick,FK,14.339,-16.4114,33.3,33.2,34.0,1007.9,13.0,309,1,2026-05-14T17:58:25.992476+00:00,OK,
openweathermap,2026-05-14 17:58:25.862177+00:00,Fatick,FK,14.339,-16.4114,29.81,29.7,42.0,1009.0,5.74,245,802,2026-05-14T17:58:25.953299+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:58:32.367451+00:00,Kaolack,KL,14.1652,-16.0726,35.2,35.0,32.0,1007.1,14.7,276,1,2026-05-14T17:58:36.802581+00:00,OK,
openweathermap,2026-05-14 17:58:36.673352+00:00,Kaolack,KL,14.1652,-16.0726,34.97,36.04,36.0,1009.0,5.14,280,800,2026-05-14T17:58:36.842548+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:58:40.040131+00:00,Kaffrine,KF,14.1059,-15.5503,35.8,35.4,31.0,1006.2,16.8,275,1,2026-05-14T17:58:44.489557+00:00,OK,
openweathermap,2026-05-14 17:58:44.356561+00:00,Kaffrine,KF,14.1059,-15.5503,33.93,32.72,27.0,1008.0,7.9,235,802,2026-05-14T17:58:44.533623+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:58:50.325511+00:00,Tambacounda,TC,13.7707,-13.6673,38.8,38.3,27.0,1002.8,17.7,241,0,2026-05-14T17:58:54.722870+00:00,OK,
openweathermap,2026-05-14 17:58:54.596139+00:00,Tambacounda,TC,13.7707,-13.6673,41.12,43.91,27.0,1005.0,4.12,250,800,2026-05-14T17:58:54.761469+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:58:58.339883+00:00,Kédougou,KD,12.5559,-12.1747,35.5,37.2,41.0,994.6,16.2,253,2,2026-05-14T17:59:02.723077+00:00,OK,
openweathermap,2026-05-14 17:59:02.633300+00:00,Kédougou,KD,12.5559,-12.1747,39.31,46.31,42.0,1006.0,5.66,230,801,2026-05-14T17:59:02.774371+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:59:08.882386+00:00,Kolda,KO,12.8989,-14.9413,36.7,37.3,33.0,1004.4,15.4,253,0,2026-05-14T17:59:13.308802+00:00,OK,
openweathermap,2026-05-14 17:59:13.166931+00:00,Kolda,KO,12.8989,-14.9413,40.05,42.79,29.0,1006.0,5.14,220,800,2026-05-14T17:59:13.348119+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:59:16.548126+00:00,Sédhiou,SD,12.708,-15.5569,34.7,35.3,38.0,1006.0,16.6,248,0,2026-05-14T17:59:21.066323+00:00,OK,
openweathermap,2026-05-14 17:59:20.947811+00:00,Sédhiou,SD,12.708,-15.5569,36.22,36.5,30.0,1007.0,6.0,250,803,2026-05-14T17:59:21.126764+00:00,OK,nuageux
open-meteo,2026-05-14 17:59:26.834438+00:00,Ziguinchor,ZG,12.5681,-16.2719,29.8,29.8,43.0,1007.6,13.9,268,1,2026-05-14T17:59:31.430581+00:00,OK,
openweathermap,2026-05-14 17:59:31.207014+00:00,Ziguinchor,ZG,12.5681,-16.2719,32.03,35.7,55.0,1010.0,4.12,320,801,2026-05-14T17:59:31.529797+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:59:35.024108+00:00,Saint-Louis,SL,16.0179,-16.4896,23.5,21.8,57.0,1009.0,22.1,334,3,2026-05-14T17:59:39.552434+00:00,OK,
openweathermap,2026-05-14 17:59:39.465206+00:00,Saint-Louis,SL,16.0179,-16.4896,20.39,20.6,81.0,1009.0,6.16,305,801,2026-05-14T17:59:39.597168+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:59:45.563322+00:00,Louga,LG,15.6179,-16.2241,28.0,26.9,44.0,1004.2,17.5,300,2,2026-05-14T17:59:50.282723+00:00,OK,
openweathermap,2026-05-14 17:59:50.155763+00:00,Louga,LG,15.6179,-16.2241,23.8,23.78,59.0,1009.0,7.12,292,804,2026-05-14T17:59:50.395387+00:00,OK,couvert
open-meteo,2026-05-14 17:59:53.666266+00:00,Matam,MT,15.6559,-13.2557,39.9,38.7,20.0,1002.8,14.2,294,0,2026-05-14T17:59:58.487152+00:00,OK,
openweathermap,2026-05-14 17:59:58.292540+00:00,Matam,MT,15.6559,-13.2557,41.03,44.7,29.0,1005.0,4.12,280,800,2026-05-14T17:59:58.542084+00:00,OK,ciel dégagé
open-meteo,2026-05-14 18:01:05.555205+00:00,Dakar,DK,14.6928,-17.4467,21.9,21.3,73.0,1009.5,20.9,353,0,2026-05-14T18:01:10.538763+00:00,OK,
openweathermap,2026-05-14 18:01:10.397832+00:00,Dakar,DK,14.6928,-17.4467,22.92,23.41,82.0,1011.0,7.2,320,801,2026-05-14T18:01:10.589018+00:00,OK,peu nuageux
open-meteo,2026-05-14 18:01:17.100700+00:00,Thiès,TH,14.7886,-16.9255,23.9,22.8,58.0,1001.5,18.8,335,3,2026-05-14T18:01:21.610257+00:00,OK,
openweathermap,2026-05-14 18:01:21.438336+00:00,Thiès,TH,14.7886,-16.9255,25.08,25.16,58.0,1010.0,5.96,326,803,2026-05-14T18:01:21.575275+00:00,OK,nuageux
open-meteo,2026-05-14 18:01:24.995238+00:00,Diourbel,DB,14.6554,-16.2322,32.0,31.2,35.0,1007.3,15.1,308,1,2026-05-14T18:01:29.581866+00:00,OK,
openweathermap,2026-05-14 18:01:29.453504+00:00,Diourbel,DB,14.6554,-16.2322,34.09,35.58,40.0,1008.0,3.09,360,800,2026-05-14T18:01:29.836160+00:00,OK,ciel dégagé
open-meteo,2026-05-14 18:01:36.055594+00:00,Fatick,FK,14.339,-16.4114,32.7,32.5,35.0,1008.0,13.9,313,1,2026-05-14T18:01:40.475465+00:00,OK,
openweathermap,2026-05-14 18:01:40.346151+00:00,Fatick,FK,14.339,-16.4114,29.81,29.7,42.0,1009.0,5.74,245,802,2026-05-14T18:01:40.513740+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:01:43.928579+00:00,Kaolack,KL,14.1652,-16.0726,34.8,34.8,33.0,1007.2,14.8,273,1,2026-05-14T18:01:48.377575+00:00,OK,
openweathermap,2026-05-14 18:01:48.240522+00:00,Kaolack,KL,14.1652,-16.0726,34.97,36.04,36.0,1009.0,5.14,280,800,2026-05-14T18:01:48.415077+00:00,OK,ciel dégagé
open-meteo,2026-05-14 18:01:54.477444+00:00,Kaffrine,KF,14.1059,-15.5503,35.5,35.2,32.0,1006.3,16.6,274,1,2026-05-14T18:01:59.303060+00:00,OK,
openweathermap,2026-05-14 18:01:59.154633+00:00,Kaffrine,KF,14.1059,-15.5503,33.93,32.72,27.0,1008.0,7.9,235,802,2026-05-14T18:01:59.342356+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:02:02.896705+00:00,Tambacounda,TC,13.7707,-13.6673,38.5,38.1,27.0,1002.9,17.9,240,0,2026-05-14T18:02:07.858808+00:00,OK,
openweathermap,2026-05-14 18:02:07.704736+00:00,Tambacounda,TC,13.7707,-13.6673,41.12,43.91,27.0,1005.0,4.12,250,800,2026-05-14T18:02:07.948459+00:00,OK,ciel dégagé
open-meteo,2026-05-14 18:02:13.932362+00:00,Kédougou,KD,12.5559,-12.1747,35.3,37.1,42.0,994.7,15.5,252,3,2026-05-14T18:02:18.290183+00:00,OK,
openweathermap,2026-05-14 18:02:18.209608+00:00,Kédougou,KD,12.5559,-12.1747,39.31,46.31,42.0,1006.0,5.66,230,801,2026-05-14T18:02:18.569100+00:00,OK,peu nuageux
open-meteo,2026-05-14 18:02:21.982550+00:00,Kolda,KO,12.8989,-14.9413,36.4,37.0,34.0,1004.5,15.4,253,0,2026-05-14T18:02:26.650976+00:00,OK,
openweathermap,2026-05-14 18:02:26.520465+00:00,Kolda,KO,12.8989,-14.9413,40.05,42.79,29.0,1006.0,5.14,220,800,2026-05-14T18:02:26.694067+00:00,OK,ciel dégagé
open-meteo,2026-05-14 18:02:35.484425+00:00,Sédhiou,SD,12.708,-15.5569,34.2,34.9,39.0,1006.1,16.6,250,1,2026-05-14T18:02:37.554063+00:00,OK,
openweathermap,2026-05-14 18:02:37.384447+00:00,Sédhiou,SD,12.708,-15.5569,36.22,36.5,30.0,1007.0,6.0,250,803,2026-05-14T18:02:37.598765+00:00,OK,nuageux
open-meteo,2026-05-14 18:02:40.621493+00:00,Ziguinchor,ZG,12.5681,-16.2719,29.4,29.3,44.0,1007.7,13.7,269,1,2026-05-14T18:02:45.106426+00:00,OK,
openweathermap,2026-05-14 18:02:44.966539+00:00,Ziguinchor,ZG,12.5681,-16.2719,32.03,35.7,55.0,1010.0,4.12,320,801,2026-05-14T18:02:45.143227+00:00,OK,peu nuageux
open-meteo,2026-05-14 18:02:51.204438+00:00,Saint-Louis,SL,16.0179,-16.4896,23.1,21.5,58.0,1009.0,21.6,334,3,2026-05-14T18:02:55.673820+00:00,OK,
openweathermap,2026-05-14 18:02:55.544973+00:00,Saint-Louis,SL,16.0179,-16.4896,20.39,20.6,81.0,1009.0,6.16,305,801,2026-05-14T18:02:55.729819+00:00,OK,peu nuageux
open-meteo,2026-05-14 18:02:59.087145+00:00,Louga,LG,15.6179,-16.2241,27.4,26.3,46.0,1004.3,17.3,301,2,2026-05-14T18:03:03.574035+00:00,OK,
openweathermap,2026-05-14 18:03:03.375805+00:00,Louga,LG,15.6179,-16.2241,23.8,23.78,59.0,1009.0,7.12,292,804,2026-05-14T18:03:03.524885+00:00,OK,couvert
open-meteo,2026-05-14 18:03:09.392403+00:00,Matam,MT,15.6559,-13.2557,39.5,38.5,21.0,1002.9,13.4,296,0,2026-05-14T18:03:13.804407+00:00,OK,
openweathermap,2026-05-14 18:03:13.670502+00:00,Matam,MT,15.6559,-13.2557,41.03,44.7,29.0,1005.0,4.12,280,800,2026-05-14T18:03:13.843405+00:00,OK,ciel dégagé
open-meteo,2026-05-14 18:04:19.746909+00:00,Dakar,DK,14.6928,-17.4467,21.9,21.3,73.0,1009.5,20.9,353,0,2026-05-14T18:04:24.379669+00:00,OK,
openweathermap,2026-05-14 18:04:24.137923+00:00,Dakar,DK,14.6928,-17.4467,22.92,23.41,82.0,1011.0,7.2,320,801,2026-05-14T18:04:24.451277+00:00,OK,peu nuageux
open-meteo,2026-05-14 18:04:28.046354+00:00,Thiès,TH,14.7886,-16.9255,23.9,22.8,58.0,1001.5,18.8,335,3,2026-05-14T18:04:32.473937+00:00,OK,
openweathermap,2026-05-14 18:04:32.310176+00:00,Thiès,TH,14.7886,-16.9255,25.08,25.16,58.0,1010.0,5.96,326,803,2026-05-14T18:04:32.552016+00:00,OK,nuageux
open-meteo,2026-05-14 18:04:38.182956+00:00,Diourbel,DB,14.6554,-16.2322,32.0,31.2,35.0,1007.3,15.1,308,1,2026-05-14T18:04:42.832827+00:00,OK,
openweathermap,2026-05-14 18:04:42.744715+00:00,Diourbel,DB,14.6554,-16.2322,34.09,35.58,40.0,1008.0,3.09,360,800,2026-05-14T18:04:42.880765+00:00,OK,ciel dégagé
open-meteo,2026-05-14 18:04:46.252616+00:00,Fatick,FK,14.339,-16.4114,32.7,32.5,35.0,1008.0,13.9,313,1,2026-05-14T18:04:50.723914+00:00,OK,
openweathermap,2026-05-14 18:04:50.525712+00:00,Fatick,FK,14.339,-16.4114,29.81,29.7,42.0,1009.0,5.74,245,802,2026-05-14T18:04:50.660595+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:04:56.440090+00:00,Kaolack,KL,14.1652,-16.0726,34.8,34.8,33.0,1007.2,14.8,273,1,2026-05-14T18:05:00.836874+00:00,OK,
openweathermap,2026-05-14 18:05:00.705341+00:00,Kaolack,KL,14.1652,-16.0726,34.97,36.04,36.0,1009.0,5.14,280,800,2026-05-14T18:05:00.873304+00:00,OK,ciel dégagé
open-meteo,2026-05-14 18:05:04.749189+00:00,Kaffrine,KF,14.1059,-15.5503,35.5,35.2,32.0,1006.3,16.6,274,1,2026-05-14T18:05:09.169050+00:00,OK,
openweathermap,2026-05-14 18:05:09.019719+00:00,Kaffrine,KF,14.1059,-15.5503,33.93,32.72,27.0,1008.0,7.9,235,802,2026-05-14T18:05:09.208821+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:05:14.923299+00:00,Tambacounda,TC,13.7707,-13.6673,38.5,38.1,27.0,1002.9,17.9,240,0,2026-05-14T18:05:19.572467+00:00,OK,
openweathermap,2026-05-14 18:05:19.433591+00:00,Tambacounda,TC,13.7707,-13.6673,41.12,43.91,27.0,1005.0,4.12,250,800,2026-05-14T18:05:19.542722+00:00,OK,ciel dégagé
open-meteo,2026-05-14 18:05:22.982865+00:00,Kédougou,KD,12.5559,-12.1747,35.3,37.1,42.0,994.7,15.5,252,3,2026-05-14T18:05:27.351917+00:00,OK,
openweathermap,2026-05-14 18:05:27.264869+00:00,Kédougou,KD,12.5559,-12.1747,39.31,46.31,42.0,1006.0,5.66,230,801,2026-05-14T18:05:27.392615+00:00,OK,peu nuageux
open-meteo,2026-05-14 18:05:33.267863+00:00,Kolda,KO,12.8989,-14.9413,36.4,37.0,34.0,1004.5,15.4,253,0,2026-05-14T18:05:37.872201+00:00,OK,
openweathermap,2026-05-14 18:05:37.712998+00:00,Kolda,KO,12.8989,-14.9413,40.05,42.79,29.0,1006.0,5.14,220,800,2026-05-14T18:05:37.924327+00:00,OK,ciel dégagé
open-meteo,2026-05-14 18:05:41.442019+00:00,Sédhiou,SD,12.708,-15.5569,34.2,34.9,39.0,1006.1,16.6,250,1,2026-05-14T18:05:46.162022+00:00,OK,
openweathermap,2026-05-14 18:05:45.890953+00:00,Sédhiou,SD,12.708,-15.5569,36.22,36.5,30.0,1007.0,6.0,250,803,2026-05-14T18:05:46.067525+00:00,OK,nuageux
open-meteo,2026-05-14 18:05:55.043223+00:00,Ziguinchor,ZG,12.5681,-16.2719,29.4,29.3,44.0,1007.7,13.7,269,1,2026-05-14T18:06:09.459462+00:00,OK,
open-meteo,2026-05-14 18:06:15.890598+00:00,Saint-Louis,SL,16.0179,-16.4896,23.1,21.5,58.0,1009.0,21.6,334,3,2026-05-14T18:06:21.560366+00:00,OK,
openweathermap,2026-05-14 18:06:21.428000+00:00,Saint-Louis,SL,16.0179,-16.4896,20.39,20.6,81.0,1009.0,6.16,305,801,2026-05-14T18:06:21.519389+00:00,OK,peu nuageux
